S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
710,WEST BENGAL,BIRBHUM,1392,454809,88718,114059,114059,9112,104947,34355,32,8967,70160,433930,0,538878,0,538878,0
711,WEST BENGAL,DAKSHIN DINAJPUR,1584,224036,79079,114098,114098,11165,102933,62207,60,4075,40615,585457,0,688390,0,688390,0
712,WEST BENGAL,DARJILING,3118,223231,41439,43104,43104,4310,38794,6365,16,3731,32095,647124,0,685918,0,685918,0
713,WEST BENGAL,HAORA,1600,132355,20324,22626,22626,1703,20923,4270,20,3101,16228,177012,0,197935,0,197935,0
714,WEST BENGAL,HUGLI,1476,300371,97444,130600,130600,12226,118374,63518,53,11179,54901,886440,0,1004814,0,1004814,0
715,WEST BENGAL,JALPAIGURI,3468,340219,181004,188358,188358,18835,169522,20590,12,8767,146556,4979336,0,5148859,0,5148859,0
716,WEST BENGAL,JHARGRAM,1535,302060,87674,101570,101570,8001,93568,23313,24,2909,70166,434745,0,528313,0,528313,0
717,WEST BENGAL,KALIMPONG,3118,105360,3714,4002,4002,400,3602,64,1,62,3536,114209,0,117811,0,117811,0
718,WEST BENGAL,KOCH BIHAR,3286,339637,166743,207326,207326,20732,186593,86083,46,7285,100188,5223045,0,5409639,0,5409639,0
719,WEST BENGAL,KOLKATTA,1623,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,WEST BENGAL,MALDA,1447,323886,94424,117832,117832,10679,107153,38415,35,11251,67789,1887875,0,1995028,0,1995028,0
721,WEST BENGAL,MURSHIDABAD,1433,513338,142348,196754,196754,15844,180910,109525,60,25470,69208,1295331,0,1476241,0,1476241,0
722,WEST BENGAL,NADIA,1443,379789,120704,189998,189998,17219,172778,147179,85,12202,24862,2486952,0,2659730,0,2659730,0
723,WEST BENGAL,NORTH 24 PARGANAS,1623,387233,96390,153179,153179,10876,142302,99208,69,14196,41892,1356354,0,1498657,0,1498657,0
724,WEST BENGAL,PASCHIM BARDDHAMAN,1348,159165,19648,24882,24882,2274,22608,11231,49,5287,11184,285693,0,308301,0,308301,0
725,WEST BENGAL,PASCHIM MEDINIPUR,1535,631677,188109,241323,241323,22478,218845,116287,53,12307,102252,1231134,0,1449980,0,1449980,0
726,WEST BENGAL,PURBA BARDDHAMAN,1348,543269,148366,204733,204733,18219,186513,96391,51,11788,91176,1166596,0,1353110,0,1353110,0
727,WEST BENGAL,PURBA MEDINIPUR,1669,380995,56117,67116,67116,6711,60404,21969,36,5247,38035,369864,0,430269,0,430269,0
728,WEST BENGAL,PURULIYA,1363,619313,39274,58576,58576,5718,52857,9367,17,7635,43083,131930,0,184788,0,184788,0
729,WEST BENGAL,SOUTH 24 PARGANAS,1623,551301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,WEST BENGAL,UTTAR DINAJPUR,1912,319283,94334,120484,120484,10286,110198,52401,47,8742,57188,2396872,0,2507071,0,2507071,0
