S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
226,KARNATAKA,Bengaluru (Urban),1101,51757,2668,4013,4013,957,8620,15112,175,1181,0,0,0,3611,0,3611,0
227,KARNATAKA,Bidar,10795,473835,15214,21036,21036,6677,60098,48281,80,9058,5649,0,0,18932,0,18932,0
228,KARNATAKA,Chamarajanagara,32441,560207,21474,31740,31740,7417,70913,83174,117,18752,1240,0,0,28682,0,28682,0
229,KARNATAKA,Chikkaballapura,3141,352441,14690,29531,29531,6757,60819,127437,209,6493,750,0,0,26578,0,26578,0
230,KARNATAKA,Chikkamagaluru,11966,713424,66096,84634,84634,30237,274632,105842,38,15850,43969,0,0,76282,0,76282,0
231,KARNATAKA,Chitradurga,4878,868585,33747,48544,48544,17937,162815,216980,133,18601,4546,0,0,43758,0,43758,0
232,KARNATAKA,Dakshina Kannada,22637,472833,66790,72642,72642,16360,178003,63925,35,20234,36672,0,0,66681,0,66681,0
233,KARNATAKA,Davanagere,3367,694827,31322,62238,62238,15717,141904,181971,128,18915,8291,0,0,56036,0,56036,0
234,KARNATAKA,Dharwad,2026,421128,17837,28815,28815,6685,60493,35987,59,8484,9102,0,0,25949,0,25949,0
235,KARNATAKA,Gadag,2129,473511,15315,34435,34435,5353,58431,53060,90,8601,4338,0,0,31542,0,31542,0
236,KARNATAKA,Hassan,3645,641659,32209,64470,64470,16767,150909,124453,82,17654,20271,0,0,58023,0,58023,0
237,KARNATAKA,Haveri,1717,455852,25212,61866,61866,10467,95005,59128,62,7376,22404,0,0,55706,0,55706,0
238,KARNATAKA,Kalburgi,4786,1050159,29604,37129,37129,9852,94213,60163,63,27427,12567,0,0,33601,0,33601,0
239,KARNATAKA,Kodagu,14430,329711,29730,33873,33873,6487,58387,23118,39,8583,17629,0,0,30486,0,30486,0
240,KARNATAKA,Kolara,3682,396484,17258,38117,38117,9510,85595,265238,309,12188,0,0,0,34305,0,34305,0
241,KARNATAKA,Koppal,2816,492900,17395,51202,51202,11903,111600,81944,73,12376,15664,0,0,46170,0,46170,0
242,KARNATAKA,Mandya,2850,422878,14278,85490,85490,22211,200090,116946,58,22414,30535,0,0,76947,0,76947,0
243,KARNATAKA,Mysuru,5829,539801,26324,48636,48636,10751,96765,97150,100,140569,14970,0,0,43772,0,43772,0
244,KARNATAKA,Raichur,6607,738142,26683,68912,68912,16336,149411,83043,55,28904,22236,0,0,62055,0,62055,0
245,KARNATAKA,Ramanagara,4196,317171,14595,28427,28427,8839,79559,95944,120,9171,628,0,0,25584,0,25584,0
246,KARNATAKA,Shivamogga,7939,705403,57079,81183,81183,21318,203882,87149,42,19781,39808,0,0,73954,0,73954,0
247,KARNATAKA,Tumakuru,3689,1042802,42120,79366,79366,20496,188672,197622,104,29403,11733,0,0,71534,0,71534,0
248,KARNATAKA,Udupi,17325,338138,56824,60620,60620,14101,143975,41561,28,21721,35388,0,0,55594,0,55594,0
249,KARNATAKA,Uttara Kannada,13340,1150066,94319,142765,142765,34516,334559,92838,27,29120,87377,0,0,129195,0,129195,0
250,KARNATAKA,Vijayapura,9625,1062876,24010,39367,39367,13253,119279,124133,104,28376,7773,0,0,35430,0,35430,0
251,KARNATAKA,Yadgir,6710,506327,18167,45269,45269,12013,108618,42598,39,15761,21606,0,0,40752,0,40752,0
252,KERALA,ALAPPUZHA,0,0,32955,43920,43920,3463,40457,13664,33,0,0,0,0,0,0,0,0
253,KERALA,ERNAKULAM,0,0,41597,55502,55502,5550,49952,21894,43,0,0,0,0,0,0,0,0
254,KERALA,IDUKKI,0,0,18619,20681,20681,2068,18613,10866,58,0,0,0,0,0,0,0,0
255,KERALA,KANNUR,0,0,38938,45838,45838,4583,41254,18785,45,0,0,0,0,0,0,0,0
256,KERALA,KASARGOD,0,0,26319,31750,31750,3175,28575,22757,79,0,0,0,0,0,0,0,0
257,KERALA,KOLLAM,0,0,32817,36847,36847,3553,33293,16466,49,0,0,0,0,0,0,0,0
258,KERALA,KOTTAYAM,0,0,34490,41615,41615,4161,37453,13603,36,0,0,0,0,0,0,0,0
259,KERALA,KOZHIKKODE,0,0,32354,34012,34012,3401,30611,17761,58,0,0,0,0,0,0,0,0
260,KERALA,MALAPPURAM,0,0,43372,52281,52281,5228,47053,31627,67,0,0,0,0,0,0,0,0
261,KERALA,PALAKKAD,0,0,34790,65715,65715,6571,59143,33382,56,0,0,0,0,0,0,0,0
262,KERALA,PATHANAMTHITTA,0,0,24642,28308,28308,2725,25583,9448,36,0,0,0,0,0,0,0,0
263,KERALA,THIRUVANANTHAPURAM,0,0,26201,29485,29485,2514,26970,17215,63,0,0,0,0,0,0,0,0
264,KERALA,THRISSUR,0,0,47189,65226,65226,6178,59048,34056,57,0,0,0,0,0,0,0,0
265,KERALA,WAYANAD,0,0,25034,25736,25736,2573,23163,5677,24,0,0,0,0,0,0,0,0
266,MADHYA PRADESH,AGAR MALWA,0,0,33210,44386,44386,2219,42166,39149,92,0,0,0,0,0,0,0,0
267,MADHYA PRADESH,ALIRAJPUR,0,0,17303,19664,19664,1385,18279,8227,45,0,0,0,0,0,0,0,0
268,MADHYA PRADESH,ANUPPUR,0,0,35997,36367,36367,1818,34549,2754,7,0,0,0,0,0,0,0,0
269,MADHYA PRADESH,ASHOKNAGAR,0,0,31436,41917,41917,2095,39821,21865,54,0,0,0,0,0,0,0,0
270,MADHYA PRADESH,BALAGHAT,0,0,87830,94595,94595,5077,89518,15289,17,0,0,0,0,0,0,0,0
271,MADHYA PRADESH,BARWANI,0,0,43282,74654,74654,3879,70775,38993,55,0,0,0,0,0,0,0,0
272,MADHYA PRADESH,BETUL,0,0,103375,126241,126241,6569,119671,68986,57,0,0,0,0,0,0,0,0
273,MADHYA PRADESH,BHIND,0,0,60594,76125,76125,3806,72318,26026,35,0,0,0,0,0,0,0,0
274,MADHYA PRADESH,BHOPAL,0,0,28779,38948,38948,1947,37001,25955,70,0,0,0,0,0,0,0,0
275,MADHYA PRADESH,BURHANPUR,0,0,31137,38131,38131,2118,36013,24202,67,0,0,0,0,0,0,0,0
276,MADHYA PRADESH,CHHATARPUR,0,0,80722,103464,103464,4971,98493,60773,61,0,0,0,0,0,0,0,0
277,MADHYA PRADESH,CHHINDWARA,0,0,102892,119572,119572,6221,113351,62575,55,0,0,0,0,0,0,0,0
278,MADHYA PRADESH,DAMOH,0,0,29884,40880,40880,2597,38283,22279,58,0,0,0,0,0,0,0,0
279,MADHYA PRADESH,DATIA,0,0,29126,36576,36576,1828,34747,13955,40,0,0,0,0,0,0,0,0
280,MADHYA PRADESH,DEWAS,0,0,65191,83061,83061,4316,78745,66325,84,0,0,0,0,0,0,0,0
281,MADHYA PRADESH,DHAR,0,0,82177,120017,120017,6799,113217,77988,68,0,0,0,0,0,0,0,0
282,MADHYA PRADESH,DINDORI,0,0,36626,38763,38763,2575,36188,8424,23,0,0,0,0,0,0,0,0
283,MADHYA PRADESH,GUNA,0,0,69841,87804,87804,4390,83413,46124,55,0,0,0,0,0,0,0,0
284,MADHYA PRADESH,GWALIOR,0,0,52915,78776,78776,3939,74837,22348,29,0,0,0,0,0,0,0,0
285,MADHYA PRADESH,HARDA,0,0,32120,50665,50665,2533,48132,14902,30,0,0,0,0,0,0,0,0
286,MADHYA PRADESH,HOSHANGABAD,0,0,124441,196586,196586,9804,186782,41680,22,0,0,0,0,0,0,0,0
287,MADHYA PRADESH,INDORE,0,0,37608,57892,57892,2895,54997,64141,116,0,0,0,0,0,0,0,0
288,MADHYA PRADESH,JABALPUR,0,0,61906,70595,70595,3552,67043,23665,35,0,0,0,0,0,0,0,0
289,MADHYA PRADESH,JHABUA,0,0,20865,24041,24041,1810,22230,12722,57,0,0,0,0,0,0,0,0
290,MADHYA PRADESH,KATNI,0,0,30701,37236,37236,1851,35385,16464,46,0,0,0,0,0,0,0,0
291,MADHYA PRADESH,KHANDWA,0,0,52810,106758,106758,5692,101065,43364,42,0,0,0,0,0,0,0,0
292,MADHYA PRADESH,KHARGONE,0,0,63680,133612,133612,6908,126704,46185,36,0,0,0,0,0,0,0,0
293,MADHYA PRADESH,MANDLA,0,0,51017,55739,55739,5830,49909,8867,17,0,0,0,0,0,0,0,0
294,MADHYA PRADESH,MANDSAUR,0,0,46559,61439,61439,3071,58367,60244,103,0,0,0,0,0,0,0,0
295,MADHYA PRADESH,MORENA,0,0,49923,71697,71697,3584,68113,24224,35,0,0,0,0,0,0,0,0
296,MADHYA PRADESH,NARSINGHPUR,0,0,104397,123848,123848,6235,117613,74501,63,0,0,0,0,0,0,0,0
297,MADHYA PRADESH,NEEMUCH,0,0,30833,43034,43034,2151,40882,35748,87,0,0,0,0,0,0,0,0
298,MADHYA PRADESH,PANNA,0,0,41228,47626,47626,2661,44965,16410,36,0,0,0,0,0,0,0,0
299,MADHYA PRADESH,RAISEN,0,0,76591,89330,89330,4466,84863,44396,52,0,0,0,0,0,0,0,0
300,MADHYA PRADESH,RAJGARH,0,0,71944,88959,88959,4447,84511,70539,83,0,0,0,0,0,0,0,0
301,MADHYA PRADESH,RATLAM,0,0,58567,85139,85139,4257,80882,102423,126,0,0,0,0,0,0,0,0
302,MADHYA PRADESH,REWA,0,0,47547,62474,62474,3431,59043,26582,45,0,0,0,0,0,0,0,0
303,MADHYA PRADESH,SAGAR,0,0,91016,109393,109393,5946,103446,60315,58,0,0,0,0,0,0,0,0
304,MADHYA PRADESH,SATNA,0,0,48569,64708,64708,3289,61419,41860,68,0,0,0,0,0,0,0,0
305,MADHYA PRADESH,SEHORE,0,0,58466,74574,74574,3729,70844,43865,61,0,0,0,0,0,0,0,0
306,MADHYA PRADESH,SEONI,0,0,71005,78631,78631,4240,74391,28669,38,0,0,0,0,0,0,0,0
307,MADHYA PRADESH,SHAHDOL,0,0,54517,55792,55792,3064,52728,4763,9,0,0,0,0,0,0,0,0
308,MADHYA PRADESH,SHAJAPUR,0,0,46005,58587,58587,2929,55658,57061,102,0,0,0,0,0,0,0,0
309,MADHYA PRADESH,SHEOPUR,0,0,33569,53077,53077,4755,48321,17376,35,0,0,0,0,0,0,0,0
310,MADHYA PRADESH,SHIVPURI,0,0,60904,77942,77942,4491,73451,50831,69,0,0,0,0,0,0,0,0
311,MADHYA PRADESH,SIDHI,0,0,31288,34088,34088,1828,32259,9464,29,0,0,0,0,0,0,0,0
312,MADHYA PRADESH,SINGRAULI,0,0,36463,39414,39414,2182,37232,10472,28,0,0,0,0,0,0,0,0
313,MADHYA PRADESH,TIKAMGARH,0,0,39812,53986,53986,2699,51286,37413,72,0,0,0,0,0,0,0,0
314,MADHYA PRADESH,UJJAIN,0,0,71197,94806,94806,4740,90065,88575,98,0,0,0,0,0,0,0,0
315,MADHYA PRADESH,UMARIA,0,0,45983,47309,47309,2498,44810,5425,12,0,0,0,0,0,0,0,0
316,MADHYA PRADESH,VIDISHA,0,0,78864,93217,93217,4660,88556,52464,59,0,0,0,0,0,0,0,0
317,MAHARASHTRA,Ahmednagar,44669,1700135,97520,171484,171484,73017,675915,520945,77,40679,45057,0,0,153463,1391,153463,1391
318,MAHARASHTRA,Akola,32303,514164,32726,43612,43612,17681,164786,97247,59,15521,16294,0,0,36951,2461,36951,2461
319,MAHARASHTRA,Amravati,47030,947695,62079,90295,90295,39338,380327,341889,90,15515,15325,0,0,75598,6134,75598,6134
320,MAHARASHTRA,Aurangabad,35185,950174,64219,290336,290336,184045,1657214,364016,21,24818,197078,0,0,261350,0,261350,0
321,MAHARASHTRA,Beed,29140,1081140,80013,111156,111156,43913,438310,332195,75,21648,26827,0,0,100934,0,100934,0
322,MAHARASHTRA,Bhandara,27002,396497,31568,70898,70898,17321,171074,49119,28,10414,47748,0,0,64285,0,64285,0
323,MAHARASHTRA,Buldhana,30299,903813,69548,85816,85816,41377,391709,236511,60,21208,29993,0,0,76795,878,76795,878
324,MAHARASHTRA,Chandrapur,31857,1047657,90455,98652,98652,39003,399325,88080,22,42007,69671,0,0,89816,0,89816,0
325,MAHARASHTRA,Dhule,74747,642132,45856,74283,74283,48868,448213,263150,58,30290,29257,0,0,66997,0,66997,0
326,MAHARASHTRA,Gadchiroli,72469,886649,86039,109829,109829,47629,522658,99059,18,20880,83013,0,0,100672,0,100672,0
327,MAHARASHTRA,Gondia,40600,459704,46122,79509,79509,23889,225051,41213,18,19072,60027,0,0,71979,0,71979,0
328,MAHARASHTRA,Hingoli,28736,466241,49735,80626,80626,30636,280283,147985,52,8497,33830,0,0,72790,0,72790,0
329,MAHARASHTRA,Jalgaon,23039,1102824,90577,124307,124307,43418,395366,287463,72,16848,33033,0,0,112017,0,112017,0
330,MAHARASHTRA,Jalna,27573,771800,59579,79938,79938,30155,286178,178816,62,16248,26994,0,0,72287,0,72287,0
331,MAHARASHTRA,Kolhapur,25454,562176,67476,179671,179671,66710,605034,142675,23,15188,122625,0,0,161931,0,161931,0
332,MAHARASHTRA,Latur,27066,663548,51815,66361,66361,26543,253013,159824,63,10758,25054,0,0,60067,0,60067,0
333,MAHARASHTRA,Nagpur,29722,799042,67135,83625,83625,31811,315136,170735,54,40637,33619,0,0,75955,0,75955,0
334,MAHARASHTRA,Nanded,23199,1017771,101470,124160,124160,34183,361645,116048,32,17835,74021,0,0,113253,0,113253,0
335,MAHARASHTRA,Nandurbar,25456,415278,43674,54073,54073,17431,171481,72941,42,33057,26026,0,0,49187,0,49187,0
336,MAHARASHTRA,Nashik,58968,1433499,129400,183354,183354,93945,895748,565190,63,33814,74609,0,0,165789,0,165789,0
337,MAHARASHTRA,Osmanabad,75955,787125,71086,86101,86101,51208,471068,305170,64,22016,25385,0,0,77652,0,77652,0
338,MAHARASHTRA,Palghar,45359,240011,19488,22432,22432,7078,64055,13779,21,8320,14889,0,0,20212,0,20212,0
339,MAHARASHTRA,Parbhani,23854,621400,51919,90658,90658,31072,288824,126093,43,9161,43442,0,0,81869,0,81869,0
340,MAHARASHTRA,Pune,43462,1348793,95317,163155,163155,72408,699273,597280,85,39680,42024,0,0,146157,1584,146157,1584
341,MAHARASHTRA,Raigad,14393,374759,48001,53224,53224,10271,97447,12136,12,8594,41418,0,0,48149,0,48149,0
342,MAHARASHTRA,Ratnagiri,29661,511307,45740,46987,46987,12173,109575,9820,8,8127,36798,0,0,42288,0,42288,0
343,MAHARASHTRA,Sangli,18318,842758,44969,123058,123058,36971,353657,255811,72,13556,44403,0,0,110322,1115,110322,1115
344,MAHARASHTRA,Satara,25855,877507,63213,112421,112421,42916,399629,236120,59,20138,40981,0,0,101574,0,101574,0
345,MAHARASHTRA,Sindhudurg,14827,279305,25803,27464,27464,5743,52924,14368,27,4871,18136,0,0,24791,0,24791,0
346,MAHARASHTRA,Solapur,26706,1483890,98046,200596,200596,94237,887487,531886,59,29321,81406,0,0,181530,0,181530,0
347,MAHARASHTRA,Thane,29992,269522,19970,22233,22233,5376,50747,5313,10,7833,16519,0,0,20130,0,20130,0
348,MAHARASHTRA,Wardha,66342,663102,61053,81307,81307,37001,390016,269252,69,25483,28387,0,0,74279,0,74279,0
349,MAHARASHTRA,Washim,42567,481196,45944,57481,57481,24022,256217,149225,58,12018,24334,0,0,52378,0,52378,0
350,MAHARASHTRA,Yawatmal,33578,1126806,100188,113363,113363,43320,456558,143741,31,26938,69682,0,0,103563,0,103563,0
351,MANIPUR,BISHNUPUR,0,0,7772,8162,8162,816,7346,81,1,0,0,0,0,0,0,0,0
352,MANIPUR,CHANDEL,0,331300,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
353,MANIPUR,CHURACHANPUR,0,0,5030,5502,5502,550,4952,95,1,0,0,0,0,0,0,0,0
354,MANIPUR,IMPHAL EAST,0,0,11110,11605,11605,1160,10445,88,0,0,0,0,0,0,0,0,0
355,MANIPUR,IMPHAL WEST,0,0,8133,8729,8729,872,7856,166,2,0,0,0,0,0,0,0,0
356,MANIPUR,SENAPATI,0,327100,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
357,MANIPUR,TAMENGLONG,0,439100,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
358,MANIPUR,THOUBAL,0,0,8054,8991,8991,899,8092,126,1,0,0,0,0,0,0,0,0
359,MANIPUR,UKHRUL,0,454400,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
360,MEGHALAYA,EAST GARO HILLS,0,0,4759,4833,4833,483,4349,20,0,0,0,0,0,0,0,0,0
361,MEGHALAYA,EAST JAINTIA HILLS,0,0,18014,18047,18047,1804,16242,54,0,0,0,0,0,0,0,0,0
362,MEGHALAYA,EAST KHASI HILLS,0,0,10425,10632,10632,1063,9569,234,2,0,0,0,0,0,0,0,0
363,MEGHALAYA,NORTH GARO HILLS,0,0,15847,15944,15944,1594,14349,75,0,0,0,0,0,0,0,0,0
364,MEGHALAYA,RI BHOI,0,0,12574,12905,12905,1290,11615,65,0,0,0,0,0,0,0,0,0
365,MEGHALAYA,SOUTH GARO HILLS,0,0,10064,10152,10152,1015,9136,9,0,0,0,0,0,0,0,0,0
366,MEGHALAYA,SOUTH WEST GARO HILLS,0,0,12986,14423,14423,1875,12548,2783,22,0,0,0,0,0,0,0,0
367,MEGHALAYA,SOUTH WEST KHASI HILLS,0,0,12816,12847,12847,1284,11562,9,0,0,0,0,0,0,0,0,0
368,MEGHALAYA,WEST GARO HILLS,0,0,32568,33290,33290,3924,29365,414,1,0,0,0,0,0,0,0,0
369,MEGHALAYA,WEST JAINTIA HILLS,0,0,16400,16616,16616,1661,14955,59,0,0,0,0,0,0,0,0,0
370,MEGHALAYA,WEST KHASI HILLS,0,0,33287,33440,33440,3344,30096,14,0,0,0,0,0,0,0,0,0
371,MIZORAM,AIZAWL,0,0,1554,1554,1554,155,1398,192,13,0,0,0,0,0,0,0,0
372,MIZORAM,CHAMPHAI,0,0,1526,1526,1526,152,1373,43,3,0,0,0,0,0,0,0,0
373,MIZORAM,KOLASIB,0,0,1981,1981,1981,198,1782,29,1,0,0,0,0,0,0,0,0
374,MIZORAM,LAWNGTLAI,0,0,3979,3979,3979,397,3581,94,2,0,0,0,0,0,0,0,0
375,MIZORAM,LUNGLEI,0,0,5726,5726,5726,572,5153,192,3,0,0,0,0,0,0,0,0
376,MIZORAM,MAMIT,0,0,4704,4704,4704,470,4234,92,2,0,0,0,0,0,0,0,0
377,MIZORAM,SAIHA,0,0,817,817,817,81,735,39,5,0,0,0,0,0,0,0,0
378,MIZORAM,SERCHHIP,0,0,990,990,990,99,891,46,5,0,0,0,0,0,0,0,0
379,NAGALAND,Dimapur,0,0,11687,13184,13184,1318,11866,963,8,0,0,0,0,0,0,0,0
380,NAGALAND,Kiphire,0,0,6845,6845,6845,684,6161,13,0,0,0,0,0,0,0,0,0
381,NAGALAND,Kohima,0,0,19881,21785,21785,2178,19606,203,1,0,0,0,0,0,0,0,0
382,NAGALAND,Longleng,0,0,6025,6025,6025,602,5423,27,0,0,0,0,0,0,0,0,0
383,NAGALAND,Mokokchung,0,0,27518,27518,27518,2751,24766,78,0,0,0,0,0,0,0,0,0
384,NAGALAND,Mon,0,0,26357,26357,26357,2635,23721,204,0,0,0,0,0,0,0,0,0
385,NAGALAND,Peren,0,0,21637,21637,21637,2163,19473,88,0,0,0,0,0,0,0,0,0
386,NAGALAND,Phek,0,0,25515,25515,25515,2551,22964,38,0,0,0,0,0,0,0,0,0
387,NAGALAND,Tuensang,0,0,28950,28950,28950,2895,26055,88,0,0,0,0,0,0,0,0,0
388,NAGALAND,Wokha,0,0,31010,31010,31010,3101,27909,182,0,0,0,0,0,0,0,0,0
389,NAGALAND,Zunheboto,0,0,11610,11610,11610,1161,10449,71,0,0,0,0,0,0,0,0,0
390,ODISHA,ANGUL,0,0,44880,57965,57965,3266,54698,24825,45,0,0,0,0,0,0,0,0
391,ODISHA,BALASORE,0,0,81080,120271,120271,8690,111581,67289,60,0,0,0,0,0,0,0,0
392,ODISHA,BARGARH,0,0,41177,65333,65333,3266,62066,29889,48,0,0,0,0,0,0,0,0
393,ODISHA,BHADRAK,0,0,21885,48736,48736,4110,44625,27333,61,0,0,0,0,0,0,0,0
394,ODISHA,BOLANGIR,0,0,47604,59683,59683,3592,56091,25049,44,0,0,0,0,0,0,0,0
395,ODISHA,BOUDH,0,0,16166,23428,23428,1335,22093,9879,44,0,0,0,0,0,0,0,0
396,ODISHA,CUTTACK,0,0,54382,72978,72978,4751,68227,28839,42,0,0,0,0,0,0,0,0
397,ODISHA,DEOGARH,0,0,23859,31095,31095,2295,28799,14323,49,0,0,0,0,0,0,0,0
398,ODISHA,DHENKANAL,0,0,35116,46290,46290,3328,42962,16068,37,0,0,0,0,0,0,0,0
399,ODISHA,GAJAPATI,0,0,17813,22572,22572,1808,20763,6817,32,0,0,0,0,0,0,0,0
400,ODISHA,GANJAM,0,0,55367,93674,93674,7631,86043,34031,39,0,0,0,0,0,0,0,0
401,ODISHA,JAGATSINGHPUR,0,0,21806,45793,45793,3911,41882,23969,57,0,0,0,0,0,0,0,0
402,ODISHA,JAJPUR,0,0,40510,56054,56054,3752,52301,31871,60,0,0,0,0,0,0,0,0
403,ODISHA,JHARSUGUDA,0,0,17713,21234,21234,1227,20007,8656,43,0,0,0,0,0,0,0,0
404,ODISHA,KALAHANDI,0,0,49365,69175,69175,4746,64428,22515,34,0,0,0,0,0,0,0,0
405,ODISHA,KANDHAMAL,0,0,31505,38330,38330,3062,35267,9108,25,0,0,0,0,0,0,0,0
406,ODISHA,KENDRAPARA,0,0,8171,17477,17477,1489,15988,10438,65,0,0,0,0,0,0,0,0
407,ODISHA,KEONJHAR,0,0,74749,90150,90150,6281,83868,33508,39,0,0,0,0,0,0,0,0
408,ODISHA,KHURDA,0,0,30954,47801,47801,3665,44136,21805,49,0,0,0,0,0,0,0,0
409,ODISHA,KORAPUT,0,0,43859,51326,51326,3717,47608,10645,22,0,0,0,0,0,0,0,0
410,ODISHA,MALKANGIRI,0,0,25268,32513,32513,2295,30218,4849,16,0,0,0,0,0,0,0,0
411,ODISHA,MAYURBHANJ,0,0,106944,151023,151023,9470,141553,54997,38,0,0,0,0,0,0,0,0
412,ODISHA,NABARANGAPUR,0,0,53090,59387,59387,3654,55732,16435,29,0,0,0,0,0,0,0,0
413,ODISHA,NAYAGARH,0,0,30622,40231,40231,3257,36974,13499,36,0,0,0,0,0,0,0,0
414,ODISHA,NUAPADA,0,0,23288,31858,31858,1612,30246,15888,52,0,0,0,0,0,0,0,0
415,ODISHA,PURI,0,0,37633,66343,66343,5225,61117,29713,48,0,0,0,0,0,0,0,0
416,ODISHA,RAYAGADA,0,0,26184,31279,31279,2335,28943,8370,28,0,0,0,0,0,0,0,0
417,ODISHA,SAMBALPUR,0,0,48131,65715,65715,4913,60801,16080,26,0,0,0,0,0,0,0,0
418,ODISHA,SUBARNAPUR,0,0,20074,28200,28200,1728,26471,11383,43,0,0,0,0,0,0,0,0
419,ODISHA,SUNDARGARH,0,0,73712,87879,87879,6293,81586,28681,35,0,0,0,0,0,0,0,0
420,PUNJAB,Amritsar,0,0,39045,171592,171592,17159,154432,227964,147,0,0,0,0,0,0,0,0
421,PUNJAB,Barnala,0,0,14151,64354,64354,6435,57919,122092,210,0,0,0,0,0,0,0,0
422,PUNJAB,Bathinda,0,0,28629,153413,153413,12316,141097,137632,97,0,0,0,0,0,0,0,0
423,PUNJAB,Faridkot,0,0,14441,67220,67220,6722,60498,101178,167,0,0,0,0,0,0,0,0
424,PUNJAB,Fatehgarh Sahib,0,0,19335,61699,61699,6169,55529,115249,207,0,0,0,0,0,0,0,0
425,PUNJAB,Fazilka,0,0,23202,102688,102688,10268,92419,91686,99,0,0,0,0,0,0,0,0
426,PUNJAB,Firozpur,0,0,25073,137435,137435,13743,123691,202825,163,0,0,0,0,0,0,0,0
427,PUNJAB,Gurdaspur,0,0,49741,172752,172752,16655,156096,209541,134,0,0,0,0,0,0,0,0
428,PUNJAB,Hoshiarpur,0,0,57337,94970,94970,9039,85930,92120,107,0,0,0,0,0,0,0,0
429,PUNJAB,Jalandhar,0,0,43541,130407,130407,13040,117366,280696,239,0,0,0,0,0,0,0,0
430,PUNJAB,Kapurthala,0,0,26936,77923,77923,7792,70131,156919,223,0,0,0,0,0,0,0,0
431,PUNJAB,Ludhiana,0,0,57006,215436,215436,21543,193893,354706,182,0,0,0,0,0,0,0,0
432,PUNJAB,Mansa,0,0,21055,114216,114216,11421,102794,145397,141,0,0,0,0,0,0,0,0
433,PUNJAB,Moga,0,0,25646,119648,119648,11964,107683,247100,229,0,0,0,0,0,0,0,0
434,PUNJAB,Muktsar,0,0,22291,81666,81666,8166,73499,54648,74,0,0,0,0,0,0,0,0
435,PUNJAB,Pathankot,0,0,15859,31239,31239,2773,28465,21641,76,0,0,0,0,0,0,0,0
436,PUNJAB,Patiala,0,0,51644,152436,152436,15243,137193,297457,216,0,0,0,0,0,0,0,0
437,PUNJAB,Rupnagar,0,0,21236,45078,45078,4507,40570,47625,117,0,0,0,0,0,0,0,0
438,PUNJAB,Sangrur,0,0,48077,160097,160097,16009,144088,374631,260,0,0,0,0,0,0,0,0
439,PUNJAB,Tarn Taran,0,0,33488,140097,140097,14009,126087,192793,152,0,0,0,0,0,0,0,0
440,RAJASTHAN,AJMER,0,0,31499,39575,39575,3642,35933,53602,149,0,0,0,0,0,0,0,0
441,RAJASTHAN,ALWAR,0,0,75296,84506,84506,7250,77256,148795,192,0,0,0,0,0,0,0,0
442,RAJASTHAN,BANSWARA,0,0,11442,20918,20918,1963,18954,10525,55,0,0,0,0,0,0,0,0
443,RAJASTHAN,BARAN,0,0,36016,53930,53930,5096,48834,57970,118,0,0,0,0,0,0,0,0
444,RAJASTHAN,BARMER,0,0,27157,30343,30343,2752,27591,34284,124,0,0,0,0,0,0,0,0
445,RAJASTHAN,BHARATPUR,0,0,37256,45525,45525,3891,41633,49904,119,0,0,0,0,0,0,0,0
446,RAJASTHAN,BHILWARA,0,0,46128,60211,60211,5848,54362,75374,138,0,0,0,0,0,0,0,0
447,RAJASTHAN,BIKANER,0,0,25309,26603,26603,2505,24098,41034,170,0,0,0,0,0,0,0,0
448,RAJASTHAN,BUNDI,0,0,25607,52215,52215,4842,47373,39999,84,0,0,0,0,0,0,0,0
449,RAJASTHAN,CHITTAURGARH,0,0,44079,57799,57799,5321,52477,73046,139,0,0,0,0,0,0,0,0
450,RAJASTHAN,CHURU,0,0,12476,12617,12617,1048,11568,12758,110,0,0,0,0,0,0,0,0
451,RAJASTHAN,DAUSA,0,0,22393,25660,25660,2538,23122,40804,176,0,0,0,0,0,0,0,0
452,RAJASTHAN,DHAULPUR,0,0,20460,26829,26829,2470,24358,30538,125,0,0,0,0,0,0,0,0
453,RAJASTHAN,DUNGARPUR,0,0,8885,14907,14907,1441,13466,8847,65,0,0,0,0,0,0,0,0
454,RAJASTHAN,GANGANAGAR,0,0,2886,45471,45471,4547,40923,15750,38,0,0,0,0,0,0,0,0
455,RAJASTHAN,HANUMANGARH,0,0,3203,21019,21019,1972,19047,12401,65,0,0,0,0,0,0,0,0
456,RAJASTHAN,JAIPUR,0,0,70442,79429,79429,7460,71969,158209,219,0,0,0,0,0,0,0,0
