S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
212,HARYANA,PANIPAT,449,130273,11459,33502,33502,3350,30152,61355,198,2249,0,0,0,30152,0,30152,0
213,HARYANA,REWARI,541,150887,13026,28410,28410,2000,26409,35185,132,2032,359,0,0,26409,0,26409,0
214,HARYANA,ROHTAK,435,166907,14824,33588,33588,3358,30229,22575,55,471,13547,0,0,30229,0,30229,0
215,HARYANA,SIRSA,283,426992,21273,60562,60562,4546,56015,120462,148,2456,2245,0,0,56015,0,56015,0
216,HARYANA,SONIPAT,500,215722,21225,60257,60257,5712,54544,62047,100,2813,10433,0,0,54544,0,54544,0
217,HARYANA,YAMUNA NAGAR,901,171777,25963,62854,62854,5661,57192,79227,138,4928,3456,0,0,57192,0,57192,0
218,HIMACHAL PRADESH,BALH VALLEY,1589,39500,3032,3115,3115,311,2803,895,31,632,1908,0,0,2803,0,2803,0
219,HIMACHAL PRADESH,CHAUNTRA VALLEY,1589,5200,1424,5271,5271,263,5007,217,4,217,4790,0,0,5007,0,5007,0
220,HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,2019,45200,13323,13693,13693,1369,12324,2922,23,2921,9401,0,0,12324,0,12324,0
221,HIMACHAL PRADESH,HUM VALLEY,1110,6578,590,765,765,38,727,409,56,103,317,0,0,727,0,727,0
222,HIMACHAL PRADESH,KALA AMB VALLEY,1573,8200,1666,1692,1692,169,1523,423,27,202,1099,0,0,1523,0,1523,0
223,HIMACHAL PRADESH,NALAGARH VALLEY,1366,33600,7630,16190,16190,809,15381,8781,57,1213,6599,0,0,15381,0,15381,0
224,HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,2019,102400,24207,41614,41614,4161,37453,8660,23,2967,28793,0,0,37453,0,37453,0
225,HIMACHAL PRADESH,POANTA VALLEY,1573,27600,8184,8383,8383,838,7544,1556,20,759,5988,0,0,7544,0,7544,0
226,HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,1110,6500,1018,1056,1056,105,950,247,25,122,703,0,0,950,0,950,0
227,HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,1110,104500,13207,19706,19706,1970,17736,11345,63,2814,6390,0,0,17736,0,17736,0
228,JAMMU AND KASHMIR,Anantnag,1235,357400,17855,27629,27629,2762,24866,5553,22,5098,19312,0,0,24866,0,24866,0
229,JAMMU AND KASHMIR,Baramulla,1535,424300,37993,64372,64372,6437,57935,8031,13,7295,49904,0,0,57935,0,57935,0
230,JAMMU AND KASHMIR,Budgam,721,136100,9210,31439,31439,3143,28295,5905,20,5686,22390,0,0,28295,0,28295,0
231,JAMMU AND KASHMIR,Ganderbal,721,25900,381,1197,1197,119,1078,557,51,553,93,0,0,1078,0,1078,0
232,JAMMU AND KASHMIR,Kathua,1338,250200,24409,47880,47880,4788,43092,13153,30,7350,29872,0,0,43092,0,43092,0
233,JAMMU AND KASHMIR,Kulgam,1235,41000,3912,13821,13821,1382,12439,1953,15,1776,10486,0,0,12439,0,12439,0
234,JAMMU AND KASHMIR,Kupwarar,1069,237900,14112,36982,36982,3698,33284,6005,18,5939,27278,0,0,33284,0,33284,0
235,JAMMU AND KASHMIR,Ramban,1350,132900,543,1559,1559,155,1403,458,32,409,916,0,0,1403,0,1403,0
236,JAMMU AND KASHMIR,Reasi,2198,171900,3385,7098,7098,709,6389,1399,21,1195,4941,0,0,6389,0,6389,0
237,JAMMU AND KASHMIR,Udhampur,2198,263700,9165,17723,17723,1642,16081,3851,23,2923,12164,0,0,16081,0,16081,0
238,JHARKHAND,BOKARO,1208,285938,19997,22520,22520,1756,20764,8835,42,4406,12501,121362,0,142127,0,142127,0
239,JHARKHAND,CHATRA,1148,393189,23394,27448,27448,2102,25345,8912,35,1940,16423,147678,0,173024,0,173024,0
240,JHARKHAND,DEOGHAR,1309,255105,13600,16453,16453,1008,15445,8242,53,2887,7188,86642,0,102088,0,102088,0
241,JHARKHAND,DHANBAD,1388,247851,20193,27749,27749,2320,25428,18902,74,5920,6641,89112,0,114540,0,114540,0
242,JHARKHAND,DUMKA,1422,371643,23170,27642,27642,2337,25305,6226,24,2465,19066,131602,0,156908,0,156908,0
243,JHARKHAND,EAST SINGHBHUM,1438,363335,24469,27288,27288,2251,25037,7613,30,5020,18355,136960,0,161997,0,161997,0
244,JHARKHAND,GARHWA,1088,404475,25694,30436,30436,2688,27748,9920,35,2339,17816,130462,0,158210,0,158210,0
245,JHARKHAND,GIRIDIH,1241,508490,36186,41742,41742,3206,38536,14546,37,4590,23967,184161,0,222698,0,222698,0
246,JHARKHAND,GODDA,1180,211109,20272,23062,23062,1686,21375,4549,21,2434,16813,74861,0,96237,0,96237,0
247,JHARKHAND,GUMLA,1369,534726,32531,34237,34237,2823,31413,5603,17,1810,25801,210483,0,241897,0,241897,0
248,JHARKHAND,HAZARIBAGH,1338,431046,30235,34838,34838,3199,31638,11645,36,3340,19977,155196,0,186835,0,186835,0
249,JHARKHAND,JAMTARA,1443,180429,6834,9150,9150,727,8422,3773,44,1490,4641,44925,0,53348,0,53348,0
250,JHARKHAND,KHUNTI,1409,260017,12100,13497,13497,962,12535,3390,27,998,9139,85259,0,97795,0,97795,0
251,JHARKHAND,KODERMA,1129,149670,5389,6387,6387,502,5884,3909,66,1397,1967,43595,0,49479,0,49479,0
252,JHARKHAND,LATEHAR,1279,361261,20195,24608,24608,2121,22486,6565,29,1357,15913,100245,0,122732,0,122732,0
253,JHARKHAND,LOHARDAGA,1238,149246,18749,19844,19844,1855,17989,2716,15,878,15268,84014,0,102003,0,102003,0
254,JHARKHAND,PAKUR,1660,180559,24281,26615,26615,2661,23953,3465,14,1533,20480,60575,0,84529,0,84529,0
255,JHARKHAND,PALAMAU,1023,451659,25382,34257,34257,2888,31369,10975,34,3681,20375,151829,0,183199,0,183199,0
256,JHARKHAND,RAMGARH,1307,139565,8561,11024,11024,734,10290,6411,62,2006,3909,52474,0,62765,0,62765,0
257,JHARKHAND,RANCHI,1314,498221,34325,40340,40340,3300,37039,17387,46,6138,19621,174033,0,211072,0,211072,0
258,JHARKHAND,SAHEBGANJ,1564,170205,26413,30725,30725,2931,27793,4446,15,2200,23335,158095,0,185888,0,185888,0
259,JHARKHAND,SARAIKELA KHARSAWAN,1285,268217,16496,17813,17813,1542,16270,3726,22,2110,12533,122811,0,139081,0,139081,0
260,JHARKHAND,SIMDEGA,1547,375229,24814,26010,26010,2059,23951,3148,13,1120,20796,146105,0,170056,0,170056,0
261,JHARKHAND,WEST SINGHBHUM,1329,722220,49004,51455,51455,4389,47066,4920,10,2879,42131,260796,0,307862,0,307862,0
262,KARNATAKA,Bagalkot,682,656192,23379,72077,72077,7207,64869,53013,81,4601,27266,0,0,64869,0,64869,0
263,KARNATAKA,Ballari,618,422617,16069,68781,68781,6878,61903,16995,27,2108,45086,0,0,61903,0,61903,0
264,KARNATAKA,Belagavi,881,1339891,68032,125931,125931,11790,114140,77282,67,13928,40935,0,0,114140,0,114140,0
265,KARNATAKA,Bengaluru (Rural),834,230037,12799,20676,20676,1865,18810,28969,154,2771,0,0,0,18810,0,18810,0
266,KARNATAKA,Bengaluru (Urban),779,219559,13303,23717,23717,2371,21346,32198,150,3659,0,0,0,21346,0,21346,0
267,KARNATAKA,Bidar,852,545453,31225,37626,37626,3743,33882,19865,58,4416,13908,0,0,33882,0,33882,0
268,KARNATAKA,Chamarajanagara,1180,563926,26227,39919,39919,3678,36241,34984,96,3173,3876,0,0,36241,0,36241,0
269,KARNATAKA,Chikkaballapura,877,425105,22009,34838,34838,3483,31354,48229,153,3173,0,0,0,31354,0,31354,0
270,KARNATAKA,Chikkamagaluru,1477,720948,35011,69829,69829,6982,62846,33436,53,2625,31378,0,0,62846,0,62846,0
271,KARNATAKA,Chitradurga,566,843473,30300,46476,46476,4647,41829,55317,132,4073,937,0,0,41829,0,41829,0
272,KARNATAKA,Dakshina Kannada,4074,484494,62356,73329,73329,7332,65996,29551,44,5501,36083,0,0,65996,0,65996,0
273,KARNATAKA,Davanagere,732,447964,18525,62608,62608,6260,56347,50095,88,3732,18487,0,0,56347,0,56347,0
274,KARNATAKA,Dharwad,727,425485,18556,32315,32315,3231,29084,16356,56,1769,12669,0,0,29084,0,29084,0
275,KARNATAKA,Gadag,659,465515,16232,35388,35388,3101,32286,24093,74,732,8766,0,0,32286,0,32286,0
276,KARNATAKA,Hassan,931,681866,32055,79297,79297,7929,71368,50920,71,3142,28276,0,0,71368,0,71368,0
277,KARNATAKA,Haveri,773,481764,21684,65803,65803,6580,59223,36119,60,2184,25278,0,0,59223,0,59223,0
278,KARNATAKA,Kalburgi,825,1097529,57410,71989,71989,6703,65286,26805,41,7653,38440,0,0,65286,0,65286,0
279,KARNATAKA,Kodagu,2250,411339,19087,24677,24677,2467,22210,8971,40,956,13205,0,0,22210,0,22210,0
280,KARNATAKA,Kolara,822,398993,21359,45482,45482,4548,40934,70734,172,4297,0,0,0,40934,0,40934,0
281,KARNATAKA,Koppal,627,557604,19342,65176,65176,6073,59103,36550,61,2926,26269,0,0,59103,0,59103,0
282,KARNATAKA,Mandya,731,495571,21979,73397,73397,7202,66195,40215,60,4003,28841,0,0,66195,0,66195,0
283,KARNATAKA,Mysuru,800,631056,31860,62379,62379,5996,56382,31177,55,4514,25386,0,0,56382,0,56382,0
284,KARNATAKA,Raichur,564,846992,35219,77308,77308,7491,69817,31227,44,3589,40007,0,0,69817,0,69817,0
285,KARNATAKA,Ramanagara,886,352810,16954,45260,45260,4526,40734,39011,95,3295,4224,0,0,40734,0,40734,0
286,KARNATAKA,Shivamogga,1916,847317,63228,106495,106495,9921,96574,39232,40,2749,59085,0,0,96574,0,96574,0
287,KARNATAKA,Tumakuru,733,1060325,52536,83017,83017,8301,74715,68568,91,5984,14452,0,0,74715,0,74715,0
288,KARNATAKA,Udupi,4419,357072,45333,52375,52375,5237,47137,15910,33,2144,31178,0,0,47137,0,47137,0
289,KARNATAKA,Uttara Kannada,2600,1029691,81894,92912,92912,9010,83901,26940,32,3194,56892,0,0,83901,0,83901,0
290,KARNATAKA,Vijayanagara,689,566765,24923,40916,40916,3949,36966,30863,83,2326,8017,0,0,36966,0,36966,0
291,KARNATAKA,Vijayapura,612,1050304,72559,105997,105997,10599,95397,38639,40,5237,57666,0,0,95397,0,95397,0
