S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
207,JHARKHAND,EAST SINGHBHUM,1400,363335,27618,28860,28860,2746,26113,6105,23,3664,20956,130451,0,156564,0,156564,0
208,JHARKHAND,GARHWA,1182,404475,25652,30394,30394,2402,27991,9285,33,1754,18693,129470,0,157462,0,157462,0
209,JHARKHAND,GIRIDIH,1215,508490,36246,42265,42265,3443,38822,13254,34,3491,25543,180800,0,219623,0,219623,0
210,JHARKHAND,GODDA,1051,211109,18365,21155,21155,1820,19334,3988,20,1820,15332,74866,0,94200,0,94200,0
211,JHARKHAND,GUMLA,1447,534726,34175,36219,36219,3005,33213,5122,15,1331,28082,207247,0,240461,0,240461,0
212,JHARKHAND,HAZARIBAGH,1242,431046,28111,32713,32713,2870,29842,11153,37,2624,18671,155505,0,185348,0,185348,0
213,JHARKHAND,JAMTARA,1447,180429,6814,9162,9162,834,8327,3417,41,1139,4901,44250,0,52578,0,52578,0
214,JHARKHAND,KHUNTI,1301,260017,11788,13186,13186,873,12312,3146,25,759,9160,84096,0,96408,0,96408,0
215,JHARKHAND,KODERMA,1115,149670,5834,6843,6843,438,6404,3632,56,1115,2764,43714,0,50119,0,50119,0
216,JHARKHAND,LATEHAR,1232,361261,19563,23974,23974,1914,22060,6246,28,1026,15806,99717,0,121778,0,121778,0
217,JHARKHAND,LOHARDAGA,1180,149246,17624,18720,18720,1667,17052,2522,14,680,14525,82978,0,100031,0,100031,0
218,JHARKHAND,PAKUR,1514,180559,21656,23990,23990,1975,22015,3049,13,1123,18957,59479,0,81494,0,81494,0
219,JHARKHAND,PALAMAU,1146,451659,27062,34966,34966,2911,32055,10089,31,2840,21946,151282,0,183337,0,183337,0
220,JHARKHAND,RAMGARH,1249,139565,10917,12083,12083,626,11457,6338,55,1748,5107,51363,0,62821,0,62821,0
221,JHARKHAND,RANCHI,1309,496266,38003,42666,42666,3225,39440,16368,41,5334,23035,165133,0,204573,0,204573,0
222,JHARKHAND,SAHEBGANJ,1401,170205,24116,28430,28430,2471,25959,3949,15,1714,21997,153899,0,179858,0,179858,0
223,JHARKHAND,SARAIKELA KHARSAWAN,1287,272455,16738,17929,17929,1499,16429,3209,19,1716,13208,123696,0,140126,0,140126,0
224,JHARKHAND,SIMDEGA,1501,375229,22104,23239,23239,1823,21416,2647,12,846,18762,144836,0,166252,0,166252,0
225,JHARKHAND,WEST SINGHBHUM,1342,722220,47111,49468,49468,4442,45026,3964,8,2249,41045,270829,0,315855,0,315855,0
226,KARNATAKA,Bagalkot,582,595257,16436,57781,57781,5723,52058,48185,92,3951,10148,0,0,52058,0,52058,0
227,KARNATAKA,Ballari,629,923956,42883,80169,80169,7924,72245,43422,60,4745,32328,0,0,72245,0,72245,0
228,KARNATAKA,Belagavi,760,1219629,45629,105589,105589,9827,95761,71196,74,11510,31997,0,0,95761,0,95761,0
229,KARNATAKA,Bengaluru (Rural),814,203577,10995,20346,20346,2015,18331,25182,137,1708,109,0,0,18331,0,18331,0
230,KARNATAKA,Bengaluru (Urban),872,172061,8754,17624,17624,1762,15861,21993,138,1660,0,0,0,15861,0,15861,0
231,KARNATAKA,Bidar,833,401470,21196,28706,28706,2823,25883,13106,50,1103,12743,0,0,25883,0,25883,0
232,KARNATAKA,Chamarajanagara,782,382826,23278,36657,36657,3665,32992,33507,101,3905,2477,0,0,32992,0,32992,0
233,KARNATAKA,Chikkaballapura,736,340708,18811,41169,41169,4116,37052,53858,145,3380,931,32013,0,69066,0,69066,0
234,KARNATAKA,Chikkamagaluru,1629,593790,55151,73814,73814,7014,66800,31438,47,2536,37269,0,0,66800,0,66800,0
235,KARNATAKA,Chitradurga,590,768712,32317,53465,53465,5346,48118,52172,108,4721,6321,0,0,48118,0,48118,0
236,KARNATAKA,Dakshina Kannada,3853,337600,55695,62512,62512,6251,56261,21083,37,3262,34991,0,0,56261,0,56261,0
237,KARNATAKA,Davanagere,671,428423,23578,61794,61794,5346,56448,46180,81,2854,18362,0,0,56448,0,56448,0
238,KARNATAKA,Dharwad,773,359667,20178,28650,28650,2555,26094,14185,54,1622,11815,0,0,26094,0,26094,0
239,KARNATAKA,Gadag,658,389326,14777,29551,29551,2955,26596,23112,86,2127,5145,0,0,26596,0,26596,0
240,KARNATAKA,Hassan,1079,645565,34814,85618,85618,8289,77328,47694,61,4018,35182,0,0,77328,0,77328,0
241,KARNATAKA,Haveri,815,481219,26847,75183,75183,6528,68655,37389,54,3169,31809,0,0,68655,0,68655,0
242,KARNATAKA,Kalburgi,807,1025486,43572,55743,55743,5574,50168,22340,44,4803,28605,0,0,50168,0,50168,0
243,KARNATAKA,Kodagu,2186,363444,33503,39759,39759,3713,36045,11107,30,2392,24280,0,0,36045,0,36045,0
244,KARNATAKA,Kolara,777,298853,17879,44401,44401,4440,39961,79907,199,4951,0,0,0,39961,0,39961,0
245,KARNATAKA,Koppal,610,502976,21121,70331,70331,6944,63387,36245,57,2494,28369,0,0,63387,0,63387,0
246,KARNATAKA,Mandya,750,424026,18209,93744,93744,9374,84370,47800,56,4217,37439,0,0,84370,0,84370,0
247,KARNATAKA,Mysuru,958,531616,35921,80153,80153,7607,72545,33702,46,9683,38007,0,0,72545,0,72545,0
248,KARNATAKA,Raichur,637,584931,21781,68603,68603,6595,62007,29832,48,4519,31528,0,0,62007,0,62007,0
249,KARNATAKA,Ramanagara,864,316405,14441,41727,41727,4172,37554,33961,90,2758,3863,0,0,37554,0,37554,0
250,KARNATAKA,Shivamogga,1960,739172,76288,113823,113823,11338,102485,34117,33,3979,68678,0,0,102485,0,102485,0
251,KARNATAKA,Tumakuru,726,941413,45896,84634,84634,8181,76452,69147,90,6012,18160,0,0,76452,0,76452,0
252,KARNATAKA,Udupi,3993,303666,62592,67138,67138,6713,60424,14392,23,3955,45835,0,0,60424,0,60424,0
253,KARNATAKA,Uttara Kannada,2512,770785,73992,101933,101933,10092,91840,22433,24,3602,69202,0,0,91840,0,91840,0
254,KARNATAKA,Vijayapura,643,982424,31998,49999,49999,4627,45372,29727,65,4053,16926,0,0,45372,0,45372,0
255,KARNATAKA,Yadgir,829,405081,21534,44974,44974,4497,40477,14772,36,2275,25540,0,0,40477,0,40477,0
256,KERALA,ALAPPUZHA,2805,141403,34519,41751,41751,3010,38741,13822,35,10069,24560,0,0,38741,0,38741,0
257,KERALA,ERNAKULAM,2990,294447,42707,50945,50945,4986,45959,21720,47,19145,18460,88295,0,134255,0,134255,0
258,KERALA,IDUKKI,3642,435805,18807,20974,20974,2097,18876,10434,55,4358,8442,13689,0,32566,0,32566,0
259,KERALA,KANNUR,3299,296796,40273,44989,44989,4351,40637,18936,46,14256,18166,48370,0,89008,0,89008,0
260,KERALA,KASARGOD,3592,196130,26769,32390,32390,3239,29151,22272,76,11055,3196,28267,0,57419,0,57419,0
261,KERALA,KOLLAM,2417,249100,33926,37524,37524,3518,34006,16542,48,12609,16271,38222,0,72229,0,72229,0
262,KERALA,KOTTAYAM,2875,222088,34646,41004,41004,3812,37191,13567,36,9194,22934,33918,0,71109,0,71109,0
263,KERALA,KOZHIKKODE,3382,234230,32752,34588,34588,3458,31129,17760,57,20961,7816,26452,0,57581,0,57581,0
264,KERALA,MALAPPURAM,2802,354981,44000,52575,52575,4979,47596,32281,67,60165,15314,60874,0,108470,0,108470,0
265,KERALA,PALAKKAD,2187,447622,36306,64900,64900,6490,58410,33136,56,22761,19365,60252,0,118662,0,118662,0
266,KERALA,PATHANAMTHITTA,2780,262675,23944,26377,26377,2245,24132,8550,35,4681,15581,17700,0,41832,0,41832,0
267,KERALA,THIRUVANANTHAPURAM,1818,218797,26699,30003,30003,2718,27285,17207,63,13586,8402,36844,0,64129,0,64129,0
268,KERALA,THRISSUR,3176,302385,47873,62996,62996,6114,56882,33050,58,17127,19567,72367,0,129250,0,129250,0
269,KERALA,WAYANAD,3149,213062,23266,24394,24394,2439,21955,5306,24,5047,15386,19271,0,41226,0,41226,0
270,MADHYA PRADESH,AGAR MALWA,1036,270243,33138,45410,45410,4382,41027,39634,96,1766,4711,0,0,41027,0,41027,0
271,MADHYA PRADESH,ALIRAJPUR,912,334900,19981,23103,23103,1776,21327,8495,39,2548,12472,0,0,21327,0,21327,0
272,MADHYA PRADESH,ANUPPUR,1423,372400,38864,40430,40430,2695,37734,7551,20,1623,30072,0,0,37734,0,37734,0
273,MADHYA PRADESH,ASHOKNAGAR,926,467394,28905,38805,38805,3103,35701,22428,62,1927,13092,0,0,35701,0,35701,0
274,MADHYA PRADESH,BALAGHAT,1471,922600,81977,86726,86726,8672,78053,16061,20,3889,61699,0,0,78053,0,78053,0
275,MADHYA PRADESH,BARWANI,742,542200,34944,56910,56910,5165,51745,36638,70,3939,19221,0,0,51745,0,51745,0
276,MADHYA PRADESH,BETUL,1145,1004300,102040,121699,121699,8221,113477,50569,44,4105,62555,0,0,113477,0,113477,0
277,MADHYA PRADESH,BHIND,951,445900,80922,97950,97950,9204,88746,28758,32,3758,59643,0,0,88746,0,88746,0
278,MADHYA PRADESH,BHOPAL,1126,277237,30342,39907,39907,3042,36865,27016,73,4087,9341,0,0,36865,0,36865,0
279,MADHYA PRADESH,BURHANPUR,883,323300,30318,40273,40273,2929,37343,23581,63,1665,13566,0,0,37343,0,37343,0
280,MADHYA PRADESH,CHHATARPUR,1092,861549,65844,86742,86742,6288,80453,53784,66,3323,26298,0,0,80453,0,80453,0
281,MADHYA PRADESH,CHHINDWARA,1139,1176024,88403,104706,104706,5919,98786,59076,59,6149,39353,0,0,98786,0,98786,0
282,MADHYA PRADESH,DAMOH,1176,730600,31619,42843,42843,3545,39298,22431,57,3295,16559,0,0,39298,0,39298,0
283,MADHYA PRADESH,DATIA,963,269100,36352,43805,43805,3037,40768,14343,35,1894,26208,0,0,40768,0,40768,0
284,MADHYA PRADESH,DEWAS,1069,718744,66496,86898,86898,6096,80802,64684,80,4579,16963,0,0,80802,0,80802,0
285,MADHYA PRADESH,DHAR,856,815300,84490,114314,114314,9401,104913,83130,79,6648,32426,0,0,104913,0,104913,0
286,MADHYA PRADESH,DINDORI,1376,612800,40800,41441,41441,2604,38837,4131,10,1986,34472,0,0,38837,0,38837,0
287,MADHYA PRADESH,GUNA,1082,639000,60581,79590,79590,4324,75265,49694,66,2715,25263,0,0,75265,0,75265,0
288,MADHYA PRADESH,GWALIOR,870,475660,53338,80331,80331,6641,73689,21712,29,4376,51729,0,0,73689,0,73689,0
289,MADHYA PRADESH,HARDA,1374,333000,33125,51874,51874,5187,46686,15887,34,1330,30651,0,0,46686,0,46686,0
290,MADHYA PRADESH,HOSHANGABAD,1324,665453,129279,207093,207093,12074,195019,41313,21,2355,153518,0,0,195019,0,195019,0
291,MADHYA PRADESH,INDORE,976,389800,37119,60090,60090,5476,54614,68797,125,10002,2539,0,0,54614,0,54614,0
292,MADHYA PRADESH,JABALPUR,1279,545365,51628,63816,63816,4819,58997,29050,49,3956,29689,0,0,58997,0,58997,0
293,MADHYA PRADESH,JHABUA,865,344300,21206,27937,27937,1703,26233,13240,50,3548,12438,0,0,26233,0,26233,0
294,MADHYA PRADESH,KATNI,1171,489400,33856,39813,39813,3136,36677,16003,43,2973,20324,0,0,36677,0,36677,0
295,MADHYA PRADESH,KHANDWA,886,751550,56167,98084,98084,8047,90037,42947,47,3243,46726,0,0,90037,0,90037,0
296,MADHYA PRADESH,KHARGONE,950,803000,63404,113825,113825,7863,105961,45727,43,4743,59783,0,0,105961,0,105961,0
297,MADHYA PRADESH,MANDLA,1427,877100,57794,62670,62670,3425,59244,9334,15,2690,49645,0,0,59244,0,59244,0
298,MADHYA PRADESH,MANDSAUR,753,552330,47803,67066,67066,6706,60359,64748,107,3604,2412,0,0,60359,0,60359,0
299,MADHYA PRADESH,MORENA,753,496889,47301,69146,69146,5361,63784,25400,39,6348,37719,0,0,63784,0,63784,0
300,MADHYA PRADESH,NARSINGHPUR,1191,513300,102628,121837,121837,8296,113541,72480,63,2452,40870,0,0,113541,0,113541,0
301,MADHYA PRADESH,NEEMUCH,854,420044,29881,42555,42555,4255,38300,35390,92,2063,3215,0,0,38300,0,38300,0
302,MADHYA PRADESH,PANNA,1182,713494,57402,64733,64733,6473,58260,17808,30,2635,40180,0,0,58260,0,58260,0
303,MADHYA PRADESH,RAISEN,1207,846539,76289,89155,89155,7206,81949,43494,53,3646,38034,0,0,81949,0,81949,0
304,MADHYA PRADESH,RAJGARH,972,615498,65411,82458,82458,4954,77503,65419,84,4534,11422,0,0,77503,0,77503,0
305,MADHYA PRADESH,RATLAM,992,486100,54572,84431,84431,8108,76322,107741,141,6066,1491,0,0,76322,0,76322,0
306,MADHYA PRADESH,REWA,1141,628736,42282,52377,52377,4009,48367,26552,54,6185,20976,0,0,48367,0,48367,0
307,MADHYA PRADESH,SAGAR,1205,1025200,91071,108758,108758,8828,99930,60232,60,4089,39253,0,0,99930,0,99930,0
308,MADHYA PRADESH,SATNA,1075,752016,52085,64932,64932,5640,59291,38238,64,5077,23649,0,0,59291,0,59291,0
309,MADHYA PRADESH,SEHORE,1083,656544,54332,69795,69795,4608,65187,40400,61,2605,24992,0,0,65187,0,65187,0
310,MADHYA PRADESH,SEONI,1322,875830,64593,72502,72502,4252,68249,25621,37,3485,42279,0,0,68249,0,68249,0
311,MADHYA PRADESH,SHAHDOL,1131,584100,47178,48876,48876,4887,43988,7101,16,2384,36659,0,0,43988,0,43988,0
312,MADHYA PRADESH,SHAJAPUR,1036,344325,42405,56801,56801,3551,53250,56178,105,2288,2798,0,0,53250,0,53250,0
313,MADHYA PRADESH,SHEOPUR,799,660600,35918,56129,56129,4957,51172,19350,37,1968,31572,0,0,51172,0,51172,0
314,MADHYA PRADESH,SHIVPURI,994,1027800,62089,80441,80441,5712,74729,52488,70,5022,21613,0,0,74729,0,74729,0
315,MADHYA PRADESH,SIDHI,1154,485380,47743,51250,51250,3756,47493,11025,23,2894,36092,0,0,47493,0,47493,0
316,MADHYA PRADESH,SINGRAULI,1120,567200,33344,36771,36771,2717,34053,13032,38,2568,20627,0,0,34053,0,34053,0
317,MADHYA PRADESH,TIKAMGARH,943,504864,47166,61980,61980,5618,56361,40235,71,5083,14884,0,0,56361,0,56361,0
318,MADHYA PRADESH,UJJAIN,936,613023,73764,100197,100197,8396,91800,96470,105,3859,9505,0,0,91800,0,91800,0
319,MADHYA PRADESH,UMARIA,1242,453900,43759,46086,46086,4608,41477,10072,24,1714,31171,0,0,41477,0,41477,0
320,MADHYA PRADESH,VIDISHA,1135,737100,75288,90747,90747,6394,84353,51236,60,4027,32665,0,0,84353,0,84353,0
321,MAHARASHTRA,Ahmednagar,571,1562475,101475,160937,160937,8618,152319,121592,80,6196,41700,0,0,150868,1450,150868,1450
322,MAHARASHTRA,Akola,779,514164,33041,43396,43396,3022,40374,24714,66,2247,11901,0,0,35610,4763,35610,4763
323,MAHARASHTRA,Amravati,858,839239,64934,98529,98529,7128,91401,85607,93,4354,18151,0,0,80378,11023,80378,11023
324,MAHARASHTRA,Aurangabad,671,950174,67758,106303,106303,5492,100810,72814,72,3462,27995,0,0,100810,0,100810,0
325,MAHARASHTRA,Beed,696,1035205,87421,128490,128490,6424,122066,72025,59,4213,50040,0,0,122066,0,122066,0
326,MAHARASHTRA,Bhandara,1449,396497,31797,92640,92640,6836,85803,26100,30,3648,59703,0,0,85803,0,85803,0
327,MAHARASHTRA,Buldhana,756,820615,66557,93652,93652,5296,88355,69201,79,3254,21164,0,0,86593,1762,86593,1762
328,MAHARASHTRA,Chandrapur,1286,1047657,100381,116608,116608,6053,110554,32032,28,17107,78521,0,0,110554,0,110554,0
329,MAHARASHTRA,Dhule,643,642132,44433,72413,72413,4146,68266,35840,52,1754,32426,0,0,68266,0,68266,0
330,MAHARASHTRA,Gadchiroli,1418,886649,94076,107632,107632,6110,101521,24725,24,3679,76796,0,0,101521,0,101521,0
331,MAHARASHTRA,Gondia,1495,459704,43618,66729,66729,4180,62549,16360,26,5909,46188,0,0,62549,0,62549,0
332,MAHARASHTRA,Hingoli,969,466241,51651,102179,102179,5174,97005,38259,39,2159,58746,0,0,97005,0,97005,0
333,MAHARASHTRA,Jalgaon,687,1137883,89769,142569,142569,7304,135264,106050,78,4887,35647,0,0,135264,0,135264,0
334,MAHARASHTRA,Jalna,685,771800,57881,83158,83158,4565,78593,43031,54,1397,35561,0,0,78593,0,78593,0
335,MAHARASHTRA,Kolhapur,1674,562176,53907,126221,126221,7490,118730,54174,45,2058,64653,0,0,118730,0,118730,0
336,MAHARASHTRA,Latur,702,663548,45440,68256,68256,3422,64833,35723,55,2142,29800,0,0,64833,0,64833,0
337,MAHARASHTRA,Nagpur,1165,799042,69524,96686,96686,5254,91432,47425,51,10143,44007,0,0,91432,0,91432,0
338,MAHARASHTRA,Nanded,1024,1017771,105566,124061,124061,6203,117858,38210,32,3344,79647,0,0,117858,0,117858,0
339,MAHARASHTRA,Nandurbar,936,415278,39438,50989,50989,3145,47844,20432,42,3065,27492,0,0,47844,0,47844,0
340,MAHARASHTRA,Nashik,899,1348856,133969,195524,195524,10532,184991,108165,58,3593,84044,0,0,184991,0,184991,0
341,MAHARASHTRA,Osmanabad,768,671628,63641,85803,85803,4326,81476,50588,62,2315,31057,0,0,81476,0,81476,0
342,MAHARASHTRA,Palghar,2515,240011,16230,19629,19629,1278,18351,4138,22,837,14212,0,0,18351,0,18351,0
343,MAHARASHTRA,Parbhani,882,621400,59282,87139,87139,4409,82729,38162,46,1950,44567,0,0,82729,0,82729,0
344,MAHARASHTRA,Pune,680,1275728,98455,188297,188297,10367,177929,130393,68,8174,61716,0,0,174455,3474,174455,3474
345,MAHARASHTRA,Raigad,2939,374759,32261,38179,38179,1932,36247,6367,17,2014,29879,0,0,36247,0,36247,0
346,MAHARASHTRA,Ratnagiri,3455,511307,38670,40989,40989,2291,38697,6589,17,1291,32108,0,0,38697,0,38697,0
347,MAHARASHTRA,Sangli,650,842758,55716,142767,142767,9192,133575,72603,55,3269,58785,0,0,130460,3115,130460,3115
348,MAHARASHTRA,Satara,921,877507,57163,101634,101634,5793,95840,63142,65,4849,32698,0,0,95840,0,95840,0
349,MAHARASHTRA,Sindhudurg,3463,279305,20642,22985,22985,1155,21829,9302,42,2215,12527,0,0,21829,0,21829,0
350,MAHARASHTRA,Solapur,663,1483890,94183,145205,145205,7294,137910,107790,78,4865,37137,0,0,137910,0,137910,0
351,MAHARASHTRA,Thane,2526,233447,14840,17354,17354,951,16402,3111,18,713,13291,0,0,16402,0,16402,0
352,MAHARASHTRA,Wardha,1046,581216,61296,84513,84513,4314,80198,45566,56,3404,34631,0,0,80198,0,80198,0
353,MAHARASHTRA,Washim,911,481196,42804,58423,58423,3110,55313,33151,59,2006,22162,0,0,55313,0,55313,0
354,MAHARASHTRA,Yawatmal,999,1144066,103920,124995,124995,6367,118627,43113,36,7434,75593,0,0,118627,0,118627,0
355,MANIPUR,BISHNUPUR,1987,49600,11830,11844,11844,1184,10660,334,3,290,10312,190080,0,200740,0,200740,0
356,MANIPUR,CHANDEL,0,331300,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
357,MANIPUR,CHURACHANPUR,2133,457000,8218,8233,8233,823,7410,251,3,192,7158,154080,0,161490,0,161490,0
358,MANIPUR,IMPHAL EAST,1717,70900,14609,14809,14809,1480,13328,551,4,502,12774,178544,0,191872,0,191872,0
359,MANIPUR,IMPHAL WEST,1384,51900,8625,8653,8653,865,7788,679,8,571,7106,188560,0,196348,0,196348,0
360,MANIPUR,SENAPATI,0,327100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
361,MANIPUR,TAMENGLONG,0,439100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
362,MANIPUR,THOUBAL,1276,51400,7875,7899,7899,789,7109,552,7,465,6554,220800,0,227909,0,227909,0
363,MANIPUR,UKHRUL,0,454400,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
364,MEGHALAYA,EAST GARO HILLS,2555,144300,6753,6807,6807,680,6126,414,6,481,5644,13223,0,19350,0,19350,0
365,MEGHALAYA,EAST JAINTIA HILLS,4195,204000,19685,19696,19696,1969,17726,175,0,208,17514,20017,0,37744,0,37744,0
366,MEGHALAYA,EAST KHASI HILLS,1890,256764,8807,8894,8894,889,8004,402,5,452,7552,17890,0,25894,0,25894,0
367,MEGHALAYA,NORTH GARO HILLS,2555,116000,12516,12597,12343,1259,11083,488,4,508,10523,6267,0,17350,0,17350,0
368,MEGHALAYA,RI BHOI,2117,244800,8392,8770,8770,877,7893,342,4,455,7428,18182,0,26076,0,26076,0
369,MEGHALAYA,SOUTH GARO HILLS,2460,188700,9918,10019,10019,1001,9017,268,2,327,8690,17354,0,26371,0,26371,0
370,MEGHALAYA,SOUTH WEST GARO HILLS,2460,89600,10970,12077,10469,603,9865,2922,29,312,6897,6476,0,16342,0,16342,0
371,MEGHALAYA,SOUTH WEST KHASI HILLS,3644,134100,15986,16019,16019,1601,14417,131,0,158,14258,12174,0,26591,0,26591,0
372,MEGHALAYA,WEST GARO HILLS,2460,278100,39020,39278,37081,1963,35117,1177,3,1260,33755,19955,0,55073,0,55073,0
373,MEGHALAYA,WEST JAINTIA HILLS,4195,177900,17925,18014,18014,1801,16213,582,3,679,15520,19945,0,36158,0,36158,0
374,MEGHALAYA,WEST KHASI HILLS,3644,390600,50300,50456,50456,5045,45411,462,1,550,44860,16524,0,61935,0,61935,0
375,MIZORAM,AIZAWL,2352,357600,1636,1636,1636,163,1472,199,13,229,1243,0,0,1472,0,1472,0
376,MIZORAM,CHAMPHAI,1863,318500,1739,1739,1739,174,1565,45,2,49,1516,0,0,1565,0,1565,0
377,MIZORAM,KOLASIB,2199,138200,2780,2780,2780,278,2502,31,1,36,2465,0,0,2502,0,2502,0
378,MIZORAM,LAWNGTLAI,1949,255700,3247,3247,3247,324,2922,100,3,123,2798,0,0,2922,0,2922,0
379,MIZORAM,LUNGLEI,2299,455700,5479,5479,5479,547,4931,197,4,212,4718,0,0,4931,0,4931,0
380,MIZORAM,MAMIT,2447,300400,5607,5607,5607,560,5046,98,1,123,4923,0,0,5046,0,5046,0
381,MIZORAM,SAIHA,2371,139900,808,808,808,80,728,40,5,45,682,0,0,728,0,728,0
382,MIZORAM,SERCHHIP,1743,142100,902,902,902,90,811,48,5,54,757,0,0,811,0,811,0
383,NAGALAND,Dimapur,1819,92700,22788,41611,41611,4161,37450,1027,2,933,36305,0,0,37450,0,37450,0
384,NAGALAND,Kiphire,1074,113000,4656,9700,9700,970,8730,11,0,11,8718,0,0,8730,0,8730,0
385,NAGALAND,Kohima,1779,146300,10494,17268,17268,1726,15542,220,1,249,15291,0,0,15542,0,15542,0
386,NAGALAND,Longleng,1879,56200,3282,6890,6890,689,6201,18,0,18,6182,0,0,6201,0,6201,0
387,NAGALAND,Mokokchung,2080,161500,13674,20665,20665,2066,18599,72,0,72,18526,0,0,18599,0,18599,0
388,NAGALAND,Mon,1469,178600,10937,20175,20175,2017,18157,201,1,201,17956,0,0,18157,0,18157,0
389,NAGALAND,Peren,1394,165100,9471,16389,16389,1638,14750,89,0,92,14657,0,0,14750,0,14750,0
390,NAGALAND,Phek,1295,202600,11344,14167,14167,1416,12750,39,0,42,12708,0,0,12750,0,12750,0
391,NAGALAND,Tuensang,2079,253600,22954,30522,30522,3052,27469,90,0,93,27376,0,0,27469,0,27469,0
392,NAGALAND,Wokha,2166,162800,14518,22473,22473,2247,20225,184,0,188,20037,0,0,20225,0,20225,0
393,NAGALAND,Zunheboto,2080,125500,10264,16788,16788,1678,15110,66,0,66,15043,0,0,15110,0,15110,0
394,ODISHA,ANGUL,1290,639346,46070,59529,59529,4452,55077,25536,46,4916,28922,1246895,0,1301972,0,1301972,0
395,ODISHA,BALASORE,1715,382061,89609,155014,155014,12010,143003,69722,56,7947,52127,212869,18088,334153,39808,334153,39808
396,ODISHA,BARGARH,1259,584545,40019,63315,63315,4721,58594,30435,51,4861,28375,1332358,0,1390953,0,1390953,0
397,ODISHA,BHADRAK,1511,252236,43459,89963,89963,8773,81190,34469,58,4629,20912,94795,71005,146123,100867,146123,100867
398,ODISHA,BOLANGIR,1226,656196,45650,59891,59891,4377,55514,25751,46,6244,28851,1645201,0,1700715,0,1700715,0
399,ODISHA,BOUDH,1312,310998,18671,25662,25662,2102,23560,10157,43,1516,13252,472692,0,496252,0,496252,0
400,ODISHA,CUTTACK,1577,372859,48547,73111,73111,6119,66992,29182,43,8114,37210,555083,0,622075,0,622075,0
401,ODISHA,DEOGARH,1317,296264,21951,33640,33640,2951,30689,16494,53,1009,14117,614368,0,645058,0,645058,0
402,ODISHA,DHENKANAL,1428,447581,35298,48250,48250,3525,44724,16316,36,3895,28166,1027179,0,1071904,0,1071904,0
403,ODISHA,GAJAPATI,1379,433221,17856,21912,21912,2051,19861,6656,33,1771,13105,454645,0,474507,0,474507,0
404,ODISHA,GANJAM,1296,823437,63780,103946,103946,8808,95138,36010,38,12346,55910,1661026,45010,1753988,47186,1753988,47186
405,ODISHA,JAGATSINGHPUR,1475,188988,31321,62613,62613,5933,56680,26814,55,3219,19154,108108,33068,151689,46169,151689,46169
406,ODISHA,JAJPUR,1644,286459,43902,61655,61655,5175,56479,35233,64,5505,18185,358968,11556,411159,15845,411159,15845
407,ODISHA,JHARSUGUDA,1314,212227,17126,20059,20059,1501,18558,9002,48,2717,9205,490884,0,509442,0,509442,0
408,ODISHA,KALAHANDI,1479,791435,47590,66213,66213,5162,61051,24396,39,5323,36133,1431454,0,1492505,0,1492505,0
409,ODISHA,KANDHAMAL,1648,804007,30687,35710,35710,2869,32840,9406,28,2396,23281,789287,0,822128,0,822128,0
410,ODISHA,KENDRAPARA,1540,226344,42155,108854,108854,10362,98491,15380,43,4395,13372,40365,166730,64300,241286,64300,241286
411,ODISHA,KEONJHAR,1386,833982,67446,89098,89098,7919,81179,34078,41,6604,46479,1512782,0,1593961,0,1593961,0
412,ODISHA,KHURDA,1429,288977,29748,46527,46527,3745,42781,24445,57,7983,18183,644628,0,687409,0,687409,0
413,ODISHA,KORAPUT,1519,856171,45929,55527,55527,4593,50934,10875,21,4827,39576,1410808,0,1461742,0,1461742,0
414,ODISHA,MALKANGIRI,1476,524946,25393,33439,33439,2971,30467,5042,16,2256,25162,768247,0,798715,0,798715,0
415,ODISHA,MAYURBHANJ,1522,1052572,104957,147671,147671,10617,137053,56089,40,8297,80310,1555119,0,1692173,0,1692173,0
416,ODISHA,NABARANGAPUR,1570,565581,54733,61747,61747,4902,56844,19118,33,4141,37322,1295083,0,1351928,0,1351928,0
417,ODISHA,NAYAGARH,1409,391041,28210,38718,38718,2820,35898,14123,39,8151,21461,609727,0,645625,0,645625,0
418,ODISHA,NUAPADA,1120,385308,22784,32016,32016,2786,29229,17974,61,2030,11085,827347,0,856576,0,856576,0
419,ODISHA,PURI,1520,258611,46498,74092,74092,5564,68527,31799,51,6169,28670,208456,48935,268003,57915,268003,57915
420,ODISHA,RAYAGADA,1337,728198,29199,35059,35059,2611,32448,9597,29,3199,22582,1018038,0,1050486,0,1050486,0
